0.001,-0.0102,-0.000000228,1
0.00351119173421513,-0.0102,-0.000000429,1
0.0123284673944207,-0.0101,-0.000000815,0.998
0.0432876128108306,-0.01,-0.00000156,0.993
0.151991108295293,-0.00952,-0.0000029,0.977
0.533669923120631,-0.00765,-0.0000043,0.908
1.87381742286038,-0.00405,-0.00000898,0.724
6.57933224657568,-0.00113,0.000000132,0.397
23.1012970008316,0.000233,-0.00000379,0.0704
81.1130830789686,0.0000258,-0.0000155,0.0461
284.80358684358,0.000413,-0.00000851,0.0133
1000,0.000124,0.00000102,-0.000601
